platform,day_of_week,publish_hour,post_format,content_category,caption_length,hashtag_count,caption_sentiment,has_call_to_action,follower_count,account_age_months,historical_avg_engagement,recent_engagement_trend,paid_promotion,engagement_score
LinkedIn,Thursday,18,Image,Community,182,4,-0.149,No,108288,34,12.504,-0.096,0,46.385
TikTok,Wednesday,22,Carousel,Product,110,7,0.242,No,36631,46,3.274,0.037,0,41.782
Facebook,Monday,16,Text,Community,341,5,0.432,Yes,1789,122,18.619,-0.361,0,33.978
Facebook,Monday,8,Short Video,Entertainment,150,3,0.232,Yes,91949,61,5.632,-0.16,0,42.408
Instagram,Friday,5,Carousel,Product,117,3,0.708,Yes,3022,114,19.844,-0.206,0,55.693
TikTok,Tuesday,13,Image,Community,144,9,0.262,No,69084,35,18.848,0.357,0,59.898
TikTok,Saturday,21,Short Video,Education,154,4,0.279,Yes,8579,67,45.0,-0.054,0,93.171
X,Thursday,5,Image,Behind the Scenes,40,7,0.237,No,755,7,19.513,-0.213,0,34.349
X,Sunday,1,Image,Entertainment,85,3,0.702,No,10595,41,27.207,-0.21,0,42.461
Instagram,Thursday,13,Image,Community,73,3,0.047,No,15479,144,2.276,-0.09,1,31.621
LinkedIn,Wednesday,7,Short Video,Lifestyle,368,3,-0.593,Yes,4528,106,16.405,0.443,0,50.065
Facebook,Monday,22,Text,Behind the Scenes,36,2,0.184,No,9125,66,28.713,0.054,0,44.352
Instagram,Wednesday,2,Short Video,Behind the Scenes,114,3,0.404,No,13887,113,15.59,-0.007,0,40.092
TikTok,Saturday,7,Carousel,Education,114,4,0.565,No,48941,15,26.99,0.08,0,63.084
X,Sunday,13,Image,Community,147,6,0.432,Yes,9408,19,29.41,-0.147,0,41.273
TikTok,Thursday,7,Carousel,Product,168,2,-0.087,Yes,2978,90,19.181,-0.401,0,60.435
Facebook,Sunday,21,Carousel,Community,100,6,0.276,Yes,2403,34,21.951,-0.011,0,50.45
Facebook,Monday,20,Short Video,Behind the Scenes,54,7,0.723,Yes,11677,103,35.149,-0.226,0,49.719
Facebook,Monday,1,Text,Entertainment,202,8,0.115,No,5410,19,15.47,0.266,0,33.703
TikTok,Monday,19,Image,Behind the Scenes,40,5,-0.314,No,2315,75,45.0,-0.218,0,52.17
TikTok,Monday,14,Carousel,Education,106,3,-0.132,Yes,35330,62,4.243,-0.152,0,30.229
X,Monday,23,Short Video,Entertainment,111,6,-0.145,No,82476,7,19.203,-0.024,0,45.51
TikTok,Monday,18,Carousel,Behind the Scenes,152,3,0.801,Yes,59785,134,11.109,0.058,0,48.402
Instagram,Saturday,17,Image,Entertainment,60,5,-0.897,Yes,33609,9,45.0,0.044,0,58.118
TikTok,Thursday,13,Image,Entertainment,224,8,0.461,Yes,4959,70,8.069,0.562,0,52.819
LinkedIn,Saturday,16,Short Video,Community,174,3,-0.142,Yes,4724,112,24.254,0.291,0,46.863
TikTok,Saturday,20,Short Video,Product,157,0,0.356,No,143891,87,17.39,-0.277,0,61.19
LinkedIn,Friday,1,Short Video,Community,66,6,-0.002,No,4152,98,8.519,-0.271,0,22.132
Instagram,Monday,12,Long Video,Community,33,2,-0.14,Yes,5279,96,21.909,0.2,0,37.774
Facebook,Monday,17,Image,Entertainment,170,3,0.775,No,22409,72,8.382,-0.02,0,43.335
X,Friday,9,Short Video,Product,400,6,0.079,Yes,2288,113,14.671,-0.025,0,10.552
Facebook,Sunday,11,Short Video,Education,131,12,-0.341,Yes,4031,81,13.396,0.097,1,39.318
Facebook,Tuesday,2,Image,Education,498,7,0.828,No,4551,130,18.139,-0.099,0,14.657
Facebook,Friday,1,Short Video,Community,38,2,0.368,Yes,498,5,7.699,-0.268,0,47.516
LinkedIn,Monday,13,Carousel,Lifestyle,132,5,-0.183,Yes,25339,132,39.783,0.091,0,70.693
TikTok,Tuesday,8,Short Video,Lifestyle,12,6,0.299,Yes,59360,88,7.421,-0.057,0,69.158
Facebook,Friday,4,Carousel,Behind the Scenes,55,7,0.414,No,24044,128,23.584,0.154,0,58.765
TikTok,Friday,8,Image,Community,213,3,0.262,Yes,3789,84,31.518,-0.318,0,41.351
TikTok,Friday,16,Image,Product,13,5,0.503,No,22786,25,45.0,0.154,0,65.898
TikTok,Thursday,1,Short Video,Product,170,1,0.211,No,18389,30,18.922,-0.324,0,51.576
TikTok,Tuesday,17,Image,Behind the Scenes,184,6,0.009,No,6205,78,24.19,-0.078,0,46.246
Instagram,Saturday,4,Short Video,Lifestyle,49,2,-0.693,Yes,19934,138,26.126,0.445,0,59.427
LinkedIn,Wednesday,9,Short Video,Education,125,5,0.042,No,6243,82,5.748,-0.146,0,47.165
Facebook,Friday,9,Long Video,Behind the Scenes,60,2,0.961,Yes,4338,69,19.599,-0.15,0,44.278
Instagram,Wednesday,12,Image,Education,202,8,0.679,Yes,1803,95,25.535,-0.055,0,50.755
Instagram,Thursday,16,Text,Behind the Scenes,251,2,0.505,No,4839,108,11.099,0.262,1,31.482
Facebook,Sunday,17,Short Video,Product,78,0,0.136,Yes,2040,17,20.265,0.178,0,42.564
Facebook,Wednesday,4,Short Video,Entertainment,87,8,0.395,Yes,367,36,10.771,-0.032,0,31.748
LinkedIn,Sunday,13,Text,Entertainment,77,6,0.293,No,3634,46,1.46,0.192,0,34.273
TikTok,Monday,21,Short Video,Lifestyle,94,5,0.487,No,13593,96,4.39,0.102,0,64.222
LinkedIn,Thursday,6,Text,Product,58,4,-0.234,Yes,3105,77,4.873,0.052,1,32.939
Instagram,Thursday,18,Carousel,Product,128,4,-0.464,No,71601,116,9.105,-0.292,0,49.847
Facebook,Sunday,19,Text,Lifestyle,78,4,0.241,Yes,37723,92,15.562,-0.41,0,41.763
TikTok,Tuesday,16,Text,Product,211,2,0.103,No,6060,24,43.516,0.363,0,77.088
TikTok,Friday,20,Image,Entertainment,97,5,-0.028,No,8791,120,10.987,-0.16,0,45.765
X,Friday,1,Short Video,Education,344,8,0.344,No,7988,79,26.585,-0.225,0,55.303
X,Monday,13,Text,Education,256,5,-0.712,Yes,9995,63,22.236,-0.361,0,41.411
Instagram,Sunday,3,Carousel,Lifestyle,236,2,-0.049,Yes,98182,46,25.661,0.083,0,43.815
Instagram,Thursday,1,Short Video,Product,30,4,0.073,No,7301,61,10.669,0.086,0,44.073
X,Thursday,5,Image,Education,180,6,0.188,No,78973,74,2.446,0.138,0,27.897
Instagram,Sunday,11,Carousel,Education,196,3,0.056,Yes,6781,127,24.907,0.277,0,52.476
X,Monday,22,Short Video,Community,24,5,0.785,Yes,1833,11,6.83,0.524,0,59.138
Instagram,Friday,23,Carousel,Community,202,5,0.156,No,19483,18,11.802,-0.265,0,53.974
TikTok,Monday,21,Short Video,Lifestyle,87,8,-0.28,No,5447,89,11.459,0.025,0,53.368
Instagram,Sunday,19,Short Video,Entertainment,59,5,0.307,Yes,8283,93,6.196,0.319,0,56.82
Facebook,Saturday,4,Text,Product,83,5,0.367,Yes,14359,142,37.777,0.43,0,65.162
Instagram,Thursday,18,Image,Education,143,5,0.245,Yes,26058,133,8.668,0.7,0,47.818
TikTok,Wednesday,19,Short Video,Education,16,3,0.271,Yes,546,16,22.645,0.207,0,55.381
X,Sunday,13,Short Video,Community,86,4,0.493,Yes,2781,126,4.82,0.284,0,48.932
Instagram,Tuesday,13,Text,Community,82,3,0.062,Yes,53392,18,14.113,-0.45,1,32.312
Facebook,Saturday,6,Text,Behind the Scenes,318,9,0.515,Yes,12369,56,24.785,0.49,0,48.081
Instagram,Wednesday,18,Carousel,Community,117,4,0.97,Yes,963,121,45.0,0.053,0,60.837
Facebook,Saturday,4,Text,Education,517,5,0.034,No,5324,31,11.186,-0.006,0,19.812
Instagram,Saturday,5,Short Video,Education,174,7,0.241,Yes,1882,94,15.972,0.03,0,59.453
Facebook,Sunday,10,Carousel,Behind the Scenes,73,8,0.721,Yes,5498,109,21.332,0.059,0,29.255
LinkedIn,Friday,16,Image,Behind the Scenes,188,1,0.338,No,2706,101,26.145,-0.048,0,35.446
X,Wednesday,0,Image,Lifestyle,158,5,0.635,No,7305,12,23.102,-0.578,0,30.258
X,Sunday,23,Short Video,Product,264,5,-0.469,Yes,103278,67,7.447,0.353,0,35.674
Instagram,Friday,21,Short Video,Education,91,5,0.097,Yes,4684,27,9.024,-0.167,0,47.285
Instagram,Friday,15,Image,Entertainment,137,7,0.026,No,8521,94,27.405,0.204,0,47.62
Instagram,Tuesday,5,Text,Lifestyle,90,6,0.804,Yes,37758,142,42.922,0.23,0,67.425
LinkedIn,Thursday,22,Short Video,Entertainment,163,4,0.28,Yes,51651,34,33.522,0.099,0,58.084
Instagram,Saturday,13,Text,Product,87,6,-0.318,Yes,17898,19,7.749,-0.043,0,36.493
LinkedIn,Wednesday,21,Carousel,Lifestyle,79,3,0.021,Yes,5258,30,41.738,0.171,0,76.079
X,Friday,16,Image,Entertainment,32,6,0.613,No,9567,37,34.081,0.086,0,46.801
Instagram,Tuesday,1,Text,Entertainment,184,3,-0.253,Yes,6761,94,27.48,0.085,0,52.13
Instagram,Tuesday,7,Long Video,Community,175,3,0.057,No,2665,78,35.091,-0.088,0,43.321
Facebook,Saturday,23,Image,Product,101,3,0.831,Yes,17860,17,14.718,0.061,0,23.232
TikTok,Wednesday,20,Carousel,Education,269,5,0.142,Yes,34614,48,26.555,0.096,0,83.084
TikTok,Tuesday,2,Carousel,Community,340,2,-0.541,No,8841,105,26.965,0.312,0,60.715
Instagram,Tuesday,0,Short Video,Behind the Scenes,75,2,0.236,Yes,41028,139,28.076,-0.02,0,57.917
X,Monday,11,Image,Entertainment,295,4,0.435,Yes,4532,33,14.96,0.017,0,30.04
Facebook,Thursday,18,Image,Lifestyle,187,4,0.127,No,3337,18,19.092,-0.13,0,37.82
Instagram,Wednesday,12,Long Video,Education,47,8,0.262,Yes,10337,80,7.571,-0.003,0,38.274
Instagram,Monday,10,Image,Behind the Scenes,132,2,-0.203,No,9120,64,24.36,-0.461,0,38.672
LinkedIn,Thursday,17,Short Video,Community,103,3,0.584,Yes,8633,142,16.082,0.276,0,65.306
Instagram,Sunday,5,Carousel,Lifestyle,360,6,0.597,Yes,1442,81,22.89,-0.161,1,61.632
X,Sunday,15,Carousel,Education,202,6,1.0,Yes,12688,48,45.0,0.008,0,62.814
Facebook,Friday,7,Image,Education,113,3,0.093,No,12341,36,17.705,0.098,0,35.546
X,Friday,18,Image,Lifestyle,109,6,-0.876,Yes,2192,83,32.103,0.064,0,39.392
LinkedIn,Sunday,3,Short Video,Lifestyle,107,7,-0.508,No,2396,86,8.201,0.016,0,36.537
X,Saturday,3,Carousel,Lifestyle,149,2,-0.173,Yes,17522,7,22.399,-0.139,0,32.673
LinkedIn,Tuesday,0,Short Video,Lifestyle,399,8,0.04,Yes,54235,96,2.845,-0.293,0,22.226
Facebook,Thursday,22,Image,Behind the Scenes,142,6,0.163,Yes,3077,130,9.586,0.017,0,36.281
Instagram,Wednesday,15,Text,Lifestyle,47,3,0.264,Yes,4392,52,10.686,0.001,0,24.578
LinkedIn,Tuesday,20,Short Video,Lifestyle,82,4,0.368,No,3860,49,23.112,0.183,0,56.813
Facebook,Sunday,0,Carousel,Community,24,3,0.754,Yes,8162,99,24.698,-0.271,0,51.578
TikTok,Friday,17,Text,Lifestyle,193,4,-0.258,Yes,37864,57,13.114,-0.163,0,45.139
Facebook,Friday,23,Image,Product,97,9,0.673,Yes,36784,83,6.802,-0.153,0,21.944
Instagram,Saturday,8,Carousel,Community,58,7,-0.223,Yes,517,65,11.9,-0.031,0,28.545
TikTok,Monday,5,Short Video,Behind the Scenes,215,5,0.585,Yes,5650,44,8.971,0.238,1,72.412
Instagram,Wednesday,19,Carousel,Education,99,6,0.02,Yes,19166,141,19.875,0.123,0,62.173
TikTok,Sunday,23,Image,Product,41,3,0.232,No,2605,89,16.154,-0.556,0,46.118
TikTok,Tuesday,21,Image,Product,68,7,0.878,Yes,4758,116,5.527,-0.267,0,20.485
X,Tuesday,22,Short Video,Product,44,5,0.261,Yes,37023,127,20.424,-0.138,0,40.081
Facebook,Friday,10,Short Video,Behind the Scenes,231,7,0.436,No,4370,12,26.592,0.017,0,42.845
X,Tuesday,9,Carousel,Entertainment,97,5,0.17,Yes,3852,121,7.32,0.189,0,36.616
X,Saturday,20,Image,Community,132,4,-0.243,No,1076,115,5.271,0.534,0,34.714
Instagram,Saturday,14,Image,Product,18,4,1.0,Yes,17214,57,18.066,-0.019,0,28.229
Facebook,Saturday,23,Carousel,Lifestyle,48,5,-0.234,Yes,13230,62,32.773,-0.049,0,46.25
TikTok,Friday,9,Image,Community,40,5,0.241,Yes,2238,74,13.671,-0.133,1,47.61
X,Tuesday,18,Short Video,Community,85,5,0.677,No,52379,137,7.32,-0.261,1,46.232
TikTok,Friday,7,Image,Education,16,2,0.043,Yes,24980,131,45.0,0.247,0,64.09
Instagram,Tuesday,7,Carousel,Product,20,5,-0.236,No,41843,54,26.919,0.353,0,72.745
Instagram,Monday,23,Text,Education,155,4,-0.416,Yes,5320,79,29.388,0.193,0,51.697
Facebook,Sunday,22,Carousel,Education,72,5,0.323,Yes,20284,139,33.525,0.08,0,64.533
Instagram,Tuesday,20,Long Video,Entertainment,192,4,0.738,Yes,18456,72,24.598,-0.06,0,36.348
TikTok,Friday,20,Carousel,Entertainment,92,8,0.009,No,4555,42,42.556,0.203,0,74.793
X,Wednesday,6,Short Video,Product,88,4,-0.2,No,17144,93,24.562,-0.212,0,44.309
Instagram,Friday,21,Short Video,Community,71,6,0.584,Yes,2076,4,9.656,-0.035,0,54.718
LinkedIn,Wednesday,6,Short Video,Product,17,5,0.799,No,9290,13,25.583,0.332,0,61.707
Facebook,Thursday,9,Image,Behind the Scenes,101,7,0.655,No,24994,30,17.749,-0.108,0,31.195
TikTok,Monday,16,Image,Lifestyle,195,5,-0.195,No,21479,28,12.483,-0.035,0,36.319
Instagram,Thursday,0,Image,Behind the Scenes,383,6,-0.319,No,1997,134,23.628,-0.007,1,38.97
Instagram,Friday,4,Long Video,Entertainment,101,5,0.035,Yes,2887,34,21.516,-0.44,1,43.479
X,Friday,18,Text,Community,22,6,0.797,No,16669,67,30.531,0.288,0,79.076
Facebook,Sunday,14,Image,Education,342,7,0.93,No,29786,14,42.569,0.321,0,42.515
TikTok,Friday,16,Image,Product,277,4,0.269,No,21307,1,24.68,0.132,0,49.273
LinkedIn,Sunday,5,Carousel,Entertainment,87,7,1.0,No,6246,61,35.135,-0.358,0,54.158
Instagram,Friday,13,Carousel,Product,209,3,-0.058,No,8612,51,14.729,-0.489,1,30.922
Instagram,Saturday,8,Short Video,Lifestyle,197,4,0.118,Yes,2887,130,9.293,0.187,0,43.588
Instagram,Tuesday,13,Carousel,Education,129,3,0.436,Yes,15713,65,27.316,-0.039,1,80.559
LinkedIn,Tuesday,5,Short Video,Product,132,5,0.214,No,5828,120,3.708,0.026,0,25.56
TikTok,Friday,8,Image,Community,121,6,-0.194,No,1567,38,13.048,0.016,0,39.487
Facebook,Thursday,10,Long Video,Behind the Scenes,35,7,0.302,Yes,1760,136,45.0,0.014,0,61.936
Instagram,Thursday,19,Long Video,Behind the Scenes,196,9,-0.25,Yes,9349,54,14.292,0.023,0,42.596
LinkedIn,Sunday,11,Text,Product,234,5,0.014,No,6481,139,16.361,-0.488,0,44.126
LinkedIn,Thursday,3,Short Video,Product,294,8,0.106,Yes,23798,44,7.571,-0.091,0,31.253
TikTok,Monday,15,Short Video,Product,48,5,0.039,Yes,97030,116,24.47,-0.465,0,62.373
Instagram,Thursday,9,Short Video,Behind the Scenes,93,3,0.255,No,18156,109,43.372,0.346,0,63.172
Facebook,Tuesday,10,Image,Lifestyle,40,4,0.543,Yes,37357,15,44.077,0.174,0,68.214
Instagram,Monday,9,Carousel,Lifestyle,110,6,0.457,Yes,997,141,21.134,0.428,0,46.212
Instagram,Tuesday,20,Text,Lifestyle,87,4,-0.089,No,13508,35,9.224,-0.132,0,32.241
Facebook,Monday,13,Text,Entertainment,177,9,0.329,Yes,13193,23,22.339,-0.077,0,44.546
Facebook,Friday,2,Text,Product,233,6,-0.482,Yes,8469,100,20.243,-0.022,0,31.915
LinkedIn,Thursday,18,Short Video,Education,13,4,0.563,Yes,1156,105,12.724,-0.088,0,46.088
TikTok,Sunday,8,Image,Product,234,4,0.183,Yes,3121,13,39.849,0.149,0,66.547
Instagram,Monday,14,Text,Behind the Scenes,240,4,0.081,Yes,531,44,41.357,0.183,0,43.901
Facebook,Thursday,21,Short Video,Entertainment,91,5,0.424,Yes,22837,103,20.066,-0.2,0,46.758
LinkedIn,Sunday,1,Image,Entertainment,67,3,-0.128,Yes,8508,5,6.428,-0.228,0,28.885
TikTok,Thursday,1,Image,Community,216,6,0.835,Yes,10695,132,27.318,-0.228,0,62.672
TikTok,Wednesday,16,Short Video,Entertainment,23,6,-0.061,Yes,113325,95,45.0,-0.109,0,86.546
Instagram,Friday,18,Short Video,Community,55,7,-0.01,Yes,4888,18,20.862,0.049,0,52.433
TikTok,Tuesday,20,Carousel,Product,68,4,0.843,Yes,2237,66,42.588,0.587,0,75.655
X,Saturday,0,Text,Behind the Scenes,160,3,0.159,Yes,40891,7,29.239,-0.05,0,51.225
Instagram,Friday,10,Image,Lifestyle,170,3,0.943,Yes,33435,139,16.201,0.036,1,49.244
Facebook,Wednesday,9,Image,Behind the Scenes,168,6,-0.062,Yes,57814,49,2.197,0.024,0,33.95
Instagram,Monday,18,Carousel,Behind the Scenes,99,10,0.297,Yes,45351,49,18.144,-0.309,1,47.066
TikTok,Friday,20,Short Video,Education,220,3,0.155,No,1947,100,27.318,-0.165,0,58.251
LinkedIn,Sunday,8,Short Video,Entertainment,488,3,0.418,No,6919,24,23.218,-0.063,0,46.922
Facebook,Sunday,4,Short Video,Lifestyle,78,4,0.096,Yes,3202,113,9.608,0.02,0,32.52
Instagram,Friday,12,Image,Entertainment,373,7,0.184,No,16197,111,21.794,-0.051,0,41.404
TikTok,Sunday,3,Short Video,Education,198,9,0.402,No,41059,105,22.194,0.013,0,75.791
Instagram,Saturday,7,Short Video,Behind the Scenes,187,6,0.843,Yes,1965,96,13.035,-0.397,0,54.433
TikTok,Wednesday,6,Text,Community,109,4,0.33,Yes,28357,96,45.0,0.194,0,64.313
LinkedIn,Saturday,18,Long Video,Lifestyle,134,7,0.787,Yes,11716,3,8.308,-0.259,0,47.683
Instagram,Monday,9,Text,Behind the Scenes,130,5,0.56,Yes,10492,27,3.608,-0.15,0,22.219
TikTok,Sunday,7,Text,Behind the Scenes,430,5,0.63,Yes,17376,126,36.986,0.36,0,54.325
TikTok,Sunday,14,Image,Lifestyle,81,6,0.194,Yes,166251,122,9.281,0.364,0,48.323
X,Thursday,1,Short Video,Education,59,3,0.41,No,60477,75,21.834,-0.262,1,54.718
Instagram,Sunday,11,Text,Entertainment,68,4,0.537,Yes,16620,44,34.482,0.513,0,58.303
Facebook,Monday,20,Long Video,Community,122,6,0.019,Yes,1995,67,17.729,0.072,0,53.438
Instagram,Monday,20,Text,Lifestyle,137,6,0.197,No,6198,18,9.484,0.255,1,37.721
Instagram,Wednesday,3,Image,Product,58,2,0.426,No,5138,29,39.853,0.004,0,53.376
Instagram,Monday,21,Carousel,Education,355,8,0.301,Yes,12989,125,13.024,-0.218,0,47.178
LinkedIn,Tuesday,18,Image,Education,62,5,-0.313,No,4760,98,36.433,0.632,0,64.295
Instagram,Tuesday,20,Image,Education,81,7,0.338,Yes,6790,43,9.803,-0.285,1,33.742
X,Thursday,3,Short Video,Community,143,3,0.041,Yes,8766,87,37.175,-0.376,0,61.752
TikTok,Friday,19,Text,Education,180,6,0.133,No,7705,60,11.148,0.251,0,51.075
LinkedIn,Tuesday,10,Long Video,Behind the Scenes,34,6,0.328,Yes,5542,59,25.545,-0.042,0,34.369
Instagram,Wednesday,19,Short Video,Education,392,3,-0.133,Yes,101849,63,16.998,-0.047,0,48.432
TikTok,Saturday,5,Text,Entertainment,106,3,0.464,Yes,2089,59,8.682,0.139,0,42.848
LinkedIn,Tuesday,8,Short Video,Behind the Scenes,312,2,-0.201,Yes,57600,27,35.198,0.169,0,67.956
TikTok,Wednesday,0,Image,Product,145,3,0.534,No,48433,113,11.879,-0.074,1,24.926
TikTok,Saturday,19,Short Video,Education,77,5,0.761,Yes,1074,27,7.404,0.002,0,49.701
LinkedIn,Wednesday,21,Image,Entertainment,181,5,-0.072,No,20287,41,13.384,0.203,0,46.6
Facebook,Tuesday,5,Carousel,Entertainment,318,4,0.293,No,73534,121,26.76,-0.041,0,42.005
LinkedIn,Saturday,18,Carousel,Entertainment,212,5,0.283,Yes,13993,129,19.892,-0.509,0,43.426
Instagram,Sunday,21,Text,Entertainment,221,2,0.133,Yes,49929,59,23.206,-0.3,1,54.502
Facebook,Sunday,17,Image,Lifestyle,73,3,-0.317,Yes,800,106,5.916,0.316,0,35.476
Facebook,Thursday,20,Text,Lifestyle,148,3,0.352,Yes,10040,27,23.947,0.054,0,69.068
Facebook,Monday,5,Carousel,Education,41,6,0.468,Yes,9702,34,14.452,-0.223,0,32.332
Facebook,Wednesday,17,Short Video,Entertainment,164,3,0.071,No,10101,8,18.152,-0.046,0,54.059
LinkedIn,Saturday,21,Text,Behind the Scenes,122,7,0.668,No,6383,131,38.462,-0.117,0,61.067
LinkedIn,Sunday,18,Carousel,Entertainment,130,7,-0.11,Yes,10874,115,6.327,0.501,0,54.108
Instagram,Monday,19,Short Video,Education,107,8,-0.101,Yes,32422,21,17.934,-0.301,0,43.348
Instagram,Monday,22,Text,Behind the Scenes,101,7,0.55,No,1407,4,2.398,0.689,0,33.312
Instagram,Wednesday,21,Image,Education,58,10,0.296,No,2718,112,38.627,-0.311,0,48.939
Instagram,Monday,19,Carousel,Product,89,12,0.039,Yes,9477,130,2.902,-0.056,0,19.833
Facebook,Tuesday,6,Short Video,Education,261,2,-0.313,Yes,58524,19,27.706,0.122,0,49.107
TikTok,Thursday,14,Carousel,Entertainment,96,2,0.254,Yes,18259,13,30.579,-0.039,1,81.978
TikTok,Tuesday,11,Carousel,Community,128,6,0.741,Yes,8458,14,45.0,0.008,0,80.059
X,Friday,23,Short Video,Entertainment,73,6,-0.131,Yes,7193,102,36.524,0.262,0,56.096
X,Sunday,3,Text,Product,175,6,-0.472,Yes,26542,10,7.163,-0.119,0,24.629
Facebook,Thursday,9,Carousel,Lifestyle,77,5,0.23,No,7241,6,9.832,-0.161,0,40.222
TikTok,Thursday,18,Image,Lifestyle,245,3,0.827,Yes,246045,27,20.824,-0.117,0,44.208
Instagram,Sunday,20,Short Video,Lifestyle,73,3,0.664,Yes,137813,81,32.437,0.047,0,74.107
TikTok,Friday,10,Short Video,Education,33,5,-0.042,No,23427,114,10.248,0.467,0,51.767
TikTok,Sunday,17,Long Video,Entertainment,94,5,0.212,Yes,11257,65,15.976,-0.024,0,39.163
Instagram,Sunday,5,Text,Product,32,1,0.36,Yes,8150,84,25.635,-0.014,0,32.96
LinkedIn,Monday,22,Image,Lifestyle,190,3,-0.102,Yes,4704,11,25.573,0.069,0,27.088
TikTok,Sunday,12,Long Video,Behind the Scenes,73,5,0.08,Yes,22927,117,19.081,-0.303,0,45.158
Instagram,Tuesday,5,Carousel,Behind the Scenes,345,5,0.453,Yes,5812,44,18.105,-0.089,0,41.277
Facebook,Tuesday,3,Image,Community,94,8,0.237,No,73940,142,7.118,-0.175,0,12.699
TikTok,Thursday,8,Short Video,Community,92,3,0.368,No,1403,71,38.51,0.46,0,74.301
TikTok,Saturday,6,Carousel,Community,96,6,0.103,Yes,26094,17,17.698,-0.204,0,49.96
Instagram,Sunday,9,Image,Education,227,7,-0.041,No,4733,69,18.536,0.076,0,51.474
Instagram,Thursday,20,Carousel,Entertainment,11,11,0.166,No,30577,98,31.364,-0.176,0,55.388
TikTok,Tuesday,16,Carousel,Community,155,7,-0.218,Yes,39741,29,10.738,0.261,0,47.057
TikTok,Wednesday,12,Image,Behind the Scenes,351,7,0.47,Yes,11882,36,45.0,-0.16,0,65.094
Instagram,Wednesday,13,Carousel,Lifestyle,125,2,-0.495,No,15402,84,45.0,-0.11,0,57.487
LinkedIn,Wednesday,16,Carousel,Product,38,4,0.649,No,22098,30,41.923,-0.127,0,59.878
LinkedIn,Tuesday,4,Short Video,Community,278,3,0.89,No,56675,7,23.049,-0.028,0,56.789
TikTok,Friday,1,Short Video,Lifestyle,160,3,-0.146,No,34839,34,35.804,-0.452,0,62.214
LinkedIn,Sunday,9,Image,Lifestyle,292,4,0.627,Yes,84826,12,18.923,0.011,0,53.649
TikTok,Friday,14,Short Video,Behind the Scenes,142,4,-0.321,No,14492,69,20.099,-0.322,0,56.065
Instagram,Tuesday,20,Text,Community,84,6,0.352,No,15574,14,25.229,-0.074,0,45.387
Facebook,Friday,22,Long Video,Behind the Scenes,102,3,0.175,Yes,27029,108,14.946,0.037,0,48.322
TikTok,Thursday,14,Image,Product,123,4,0.558,Yes,6933,11,3.061,0.027,0,20.637
TikTok,Wednesday,10,Short Video,Education,185,5,-0.513,Yes,13445,100,28.038,0.289,0,58.224
X,Monday,16,Image,Community,73,7,-0.81,Yes,1744,2,38.271,-0.048,0,39.533
TikTok,Saturday,6,Carousel,Lifestyle,116,2,0.09,No,9103,101,19.042,-0.327,0,45.27
Instagram,Friday,3,Text,Behind the Scenes,45,5,0.481,Yes,12853,56,29.568,0.128,0,33.904
Instagram,Tuesday,14,Image,Behind the Scenes,97,4,0.535,No,11311,113,39.802,0.771,0,68.671
X,Wednesday,11,Text,Community,143,1,-0.159,Yes,1218,71,17.526,0.055,0,50.885
Instagram,Thursday,6,Carousel,Product,193,3,-0.512,Yes,2418,62,14.611,0.327,0,55.269
X,Thursday,21,Short Video,Lifestyle,184,6,0.145,Yes,2549,83,45.0,-0.213,0,64.356
Instagram,Friday,21,Short Video,Entertainment,304,10,0.286,Yes,20745,111,23.268,-0.143,0,61.778
LinkedIn,Monday,21,Short Video,Product,71,5,0.147,No,17059,15,12.821,0.185,0,49.861
TikTok,Thursday,14,Short Video,Product,52,5,-0.112,No,22276,115,40.217,-0.007,0,85.676
Instagram,Monday,22,Image,Lifestyle,106,9,-0.406,Yes,322,11,24.89,0.064,0,47.721
Instagram,Tuesday,1,Image,Behind the Scenes,154,2,0.384,Yes,68294,137,15.484,0.179,0,32.201
Instagram,Monday,21,Long Video,Product,95,4,0.724,No,4122,118,11.883,-0.084,0,34.679
Instagram,Friday,1,Long Video,Entertainment,40,2,0.072,No,5984,14,4.493,0.302,0,18.597
Instagram,Saturday,6,Short Video,Entertainment,118,3,-0.345,Yes,5966,100,45.0,0.202,0,72.361
Facebook,Sunday,13,Text,Education,53,5,0.029,Yes,58312,119,36.772,-0.072,0,51.926
Facebook,Saturday,9,Image,Product,122,6,0.252,No,8346,115,19.807,0.054,0,35.489
Instagram,Saturday,1,Text,Lifestyle,25,4,0.852,No,112198,7,24.023,-0.108,0,60.429
Facebook,Monday,16,Carousel,Community,221,6,-0.179,No,5215,84,26.992,0.352,0,53.164
LinkedIn,Monday,11,Text,Education,38,9,0.372,Yes,26739,17,26.951,-0.073,0,51.385
X,Wednesday,5,Short Video,Product,66,11,0.728,Yes,7770,34,26.853,-0.137,0,40.821
TikTok,Wednesday,0,Long Video,Education,254,5,0.546,Yes,151659,44,45.0,0.289,0,75.759
TikTok,Thursday,18,Text,Community,130,7,0.434,Yes,18012,141,7.682,-0.192,0,22.359
X,Friday,14,Text,Product,259,4,-0.002,No,12990,49,14.449,-0.132,0,17.708
X,Monday,15,Image,Entertainment,165,9,0.957,No,29548,67,20.591,-0.391,0,45.838
X,Monday,18,Long Video,Behind the Scenes,184,3,0.047,Yes,53809,71,34.835,0.381,1,72.069
Facebook,Saturday,13,Short Video,Community,111,4,-0.683,Yes,4469,127,16.693,-0.42,0,39.515
